id	type	message	created_time	comments	likes	commentsandlikes
265217103529531_516285075089398	link	[CONVITE] - Primeiro encontro do Ciclo de Seminários sobre TEORIA CRÍTICA E TECNOLOGIA DIGITAL:__TEMA: o papel da PESQUISA EMPÍRICA na teoria crítica_ em especial na obra de Theodor Adorno. __Os convidados para essa primeira reunião são:__- Débora Antunes_ da Universidade Federal do Ceará_ _- Theófilo de Oliveira_ do Instituto Federal de Petrolina. __Para acessar o resumo e o cartaz entre na página do evento: https://www.facebook.com/events/130583083784648/?fref=ts	2013-03-07T02:25:44+0000	0	5	5
265217103529531_516221948429044	status	O Brasil de Glauber_ no MIS de Campinas!	2013-03-06T22:14:23+0000	0	3	3
265217103529531_508894532495119	link	[NOTA] - Caros_ há duas programações encaminhadas_ por que?__O grupo de pesquisa do _Adorno não é enfeite: teoria crítica e tecnologia digital__ em virtude de seu caráter de pesquisa empírica teórico-prática_ buscou conexão com uma rede de pessoas e coletivos para pensar arte/ educação/ política/ tecnologia digital. Houve um primeiro encontro no sábado dia 16_ mas não fechamos o calendário. __Nosso _coletivo__ composto por todos vcs que aceitaram o meu convite para participar da proposta_ fará parte dos _Seminários_ que irão compor um encontro que contará também com Labs e Fóruns de invenção. A ideia é juntar pesquisadores_ coletivos e artistas. Ainda há coisas a fechar: na reunião apareceram uma série de questões que devemos retomar no próximo dia 23. https://www.facebook.com/events/445870395482977/__Assim que o primeiro mapa do encontro estiver pronto_ eu lanço para vocês e discutiremos a viabilidade.__Este evento aos quais os convido é parte das atividades do grupo de pesquisa _Adorno não é enfeite_._ que paralelamente manterá o calendário já definido no final de 2012_ na ECA_ e que tem como proposta _formar_ um grupo de pesquisa em tecnologia digital e teoria crítica. Neste sentido_ os demais colegas pesquisadores que fazem parte desta rede então totalmente convidados para compor essa construção. _Segue abaixo: https://www.facebook.com/events/130583083784648/_Abraços a tod*s	2013-02-19T01:40:00+0000	1	5	6
265217103529531_515994705118435	link	Excelente notícia! Meu curso publicado na REVISTA MUSA RARA! Ocorre hoje das 19:00 até 21:00 a primeira aula de _Estética da existência em Nietzsche e Deleuze_: http://www.musarara.com.br/estetica-da-existencia-em-nietzsche-e-deleuze	2013-03-06T13:26:22+0000	0	0	0
265217103529531_515799038471335	photo		2013-03-06T01:31:52+0000	0	0	0
265217103529531_515679485149957	photo	Ocorre amanhã (6/03) o primeiro encontro do meu curso _Estética da existência em Nietzsche e Deleuze_ das 19:00 até 21:00. Para os interessados_ as inscrições podem ser feitas no espaço do Instituto Mandarim Yuan De cujo prazo vai até essa quarta-feira. __Informações:__http://philomundus.blogspot.com_www.institutomandarim.net_http://arteref.com/cursos/curso-estetica-da-existencia-em-nietzsche-e-deleuze/__Sejam bem-vindos!	2013-03-05T18:59:38+0000	1	2	3
265217103529531_514952871889285	link	Pessoal_ sugestão e solicitação de ajuda (fora do tema do grupo_ me perdoem) para participar e propor ideias e discussões no grupo>__https://www.facebook.com/groups/569811239703752/	2013-03-04T22:37:25+0000	0	1	1
265217103529531_514823818568857	link	http://www.oesquema.com.br/trabalhosujo/2013/01/28/cory-doctorow-o-quanto-antes-o-facebook-acabar-melhor.htm	2013-03-04T16:03:20+0000	0	1	1
265217103529531_514745638576675	status	querid^s_falei com a Clo e vou a falar com ela soh na 4a feira (ela viajou): sou preocupado pela sala	2013-03-04T12:13:43+0000	14	1	15
265217103529531_514179985299907	video		2013-03-03T14:37:55+0000	0	3	3
265217103529531_514179658633273	video		2013-03-03T14:36:23+0000	0	0	0
265217103529531_514159848635254	photo		2013-03-03T13:36:05+0000	0	0	0
265217103529531_513982488652990	link	Portugal ficou lindo hoje!!	2013-03-03T03:40:55+0000	0	0	0
265217103529531_513449352039637	status		2013-03-01T22:34:50+0000	0	5	5
265217103529531_513374495380456	link	http://www.abrestetica.org.br/abrestetica/inicio.html	2013-03-01T18:14:29+0000	0	3	3
265217103529531_513364928714746	link	Meu curso _Estética da existência em Nietzsche e Deleuze_ em 4 encontros que começa nessa quarta_ 6/3_ publicado no ARTEREF__http://arteref.com/cursos/curso-estetica-da-existencia-em-nietzsche-e-deleuze/	2013-03-01T17:36:33+0000	0	3	3
265217103529531_512018925516013	link		2013-02-26T14:30:03+0000	2	11	13
265217103529531_513131205404785	link	Qué papel tiene el mundo luso-hispano en la globalización?”. Brasil y México van a tener un papel esencial.?	2013-03-01T04:32:33+0000	0	0	0
265217103529531_513119712072601	link	El sociólogo Emir Sader (Sao Paulo_ 1943) mira las tensiones sociales producidas por los recortes en España con sensación de déjà vu. “América Latina también pasó por un periodo con alto desempleo_ una deuda enorme y recesión. Y ya demostramos en nuestra propia piel que la austeridad como dogma no lleva a ningún sitio”.	2013-03-01T03:53:13+0000	0	1	1
265217103529531_513119338739305	link	La poesía comprometida coincidió con el auge de las revoluciones de los setenta_ ochenta; esa poesía tuvo un eco enorme porque estaba identificada con lo que la gente estaba viviendo. Ahora la poesía es más nihilista_ es más preciosista_ más individual_ más hermética_ más cerrada”. Pero _la poesía latinoamericana siempre ha tenido un vigor muy especial_ que tiene que ver con la capacidad que hemos tenido de reflejar eso que llaman la realidad mágica de América Latina_ no mágica por bella_ sino por exagerada_ por loca_ por casi imposible_ porque viola todas las reglas de la realidad”.	2013-03-01T03:51:32+0000	0	1	1
265217103529531_513119158739323	link	Godard_ mais uma vez: _una sincera y reveladora novela autobiográfica que pertenece claramente al género iniciático_ en la que Wiazemsky desgrana su amor con Godard_ con el que se casará el 21 de julio de 1967_ su descubrimiento del cine_ la filosofía (en esa carrera se matricula en la Universidad) y de la vida… Todo marcado por la influencia que en ella ejerce_ o intenta ejercer el mítico cineasta de la Nouvelle vague_ con el que seguiría casada hasta 1979._	2013-03-01T03:50:43+0000	0	2	2
265217103529531_513072718743967	video	http://vimeo.com/56448104	2013-03-01T01:22:18+0000	0	3	3
265217103529531_513065802077992	video	http://vimeo.com/59879927	2013-03-01T01:03:44+0000	0	3	3
265217103529531_513063578744881	video		2013-03-01T00:53:40+0000	0	2	2
265217103529531_512961312088441	link	Charles Fourier - Theorie der vier Bewegungen und der allgemeinen Bestimmungen _Herausgegeben von Theodor W. Adorno	2013-02-28T19:27:44+0000	0	4	4
265217103529531_512456872138885	video	viva o renascimento dos valores do macaco!	2013-02-27T15:15:04+0000	1	5	6
265217103529531_512457535472152	photo		2013-02-27T15:16:36+0000	0	3	3
265217103529531_512425262142046	video	Documentário que propõe reflexões sobre o fenômeno dos blogs e videologs a partir do ponto de vista de seus protagonistas. Questionando e procurando as raízes culturais da busca desesperada pelos 15 minutos de fama e do narcisismo virtual generalizado_ característico dos nossos tempos. Este filme é um documentário do Benjamin Rassat.	2013-02-27T13:42:35+0000	0	3	3
265217103529531_512061132178459	photo		2013-02-26T16:39:27+0000	0	2	2
265217103529531_512032472181325	video	http://vimeo.com/42942293	2013-02-26T15:05:21+0000	0	3	3
265217103529531_512026195515286	video	http://www.youtube.com/watch?v=0G7-Y-QSsRo&feature=youtu.be	2013-02-26T14:47:25+0000	0	2	2
265217103529531_512019792182593	video		2013-02-26T14:33:43+0000	0	2	2
265217103529531_511858225532083	video		2013-02-26T03:38:45+0000	3	1	4
265217103529531_511461518905087	link		2013-02-25T02:33:50+0000	1	0	1
265217103529531_511430108908228	video	Chris Marker 2002	2013-02-25T00:11:19+0000	0	1	1
265217103529531_511429485574957	video		2013-02-25T00:09:03+0000	0	2	2
265217103529531_511365522248020	link	http://www.lainvencionconcreta.org/	2013-02-24T21:07:39+0000	0	0	0
265217103529531_511319415585964	photo		2013-02-24T18:40:02+0000	0	1	1
265217103529531_511319238919315	link	BIBLIOTECA COLABORATIVA__El Colectivo Ciudad Atmosférica_ a prontas de inaugurar nuestro sitio web. Con el objetivo de crear una plataforma colaborativa de pensamiento crítico_ hacemos un llamado a los interesados que deseen publicar sus trabajos_ investigaciones_ proyectos de titulo_ etc. De forma gratuita_ contribuyendo a la construcción de redes de conexión e intercambio interdisciplinar y sin fines de lucro. Interesados contactarse directamente por este medio vía inbox o en nuestro e-mail ciudadatmosferica@gmail.com	2013-02-24T18:39:30+0000	0	2	2
265217103529531_511318668919372	link		2013-02-24T18:37:38+0000	0	4	4
265217103529531_511183385599567	link		2013-02-24T12:40:03+0000	0	4	4
265217103529531_510532188998020	video	https://www.facebook.com/photo.php?v=223440831126435	2013-02-22T20:28:28+0000	1	0	1
265217103529531_509629859088253	photo	Em quatro encontros abordaremos a concepção trágica da vontade desenvolvida por Nietzsche em seu célebre romance _Assim falou Zaratustra_. A partir da leitura desta obra e da retomada crítica realizada por Gilles Deleuze_ um dos filósofos mais importantes da atualidade_ veremos em linhas gerais como a visão nietzscheana se desdobra numa estética da existência. Nesse sentido_ a questão que perseguiremos ao longo dos encontros com os alunos é: como produzimos uma existência estética_ quais são os nossos processos de subjetivação_ em que lugares e como se produzem novas subjetividades no universo atual da arte contemporânea?__Duração: 4 encontros | Início: 6/03 – Término: 27/03 | Quartas – 19:00 ~ 21:00 | Local: Instituto Mandarim Yuan De | R. Joaquim Távora_ 1374 (perto do metrô Ana Rosa) | Inscrições no espaço até 6/03 com cópia de RG e original | Tel (011) 5572-0379__http://philomundus.blogspot.com/ www.institutomandarim.net__Sejam bem-vindos! Compartilhem!	2013-02-20T23:12:16+0000	0	4	4
265217103529531_509454335772472	link	http://youpix.com.br/comportamento/um-passeio-pela-deep-web-o-lugar-mais-assustador-da-internet/	2013-02-20T13:10:09+0000	4	4	8
265217103529531_509554089095830	link		2013-02-20T18:56:03+0000	0	1	1
265217103529531_509549299096309	link	MANIFESTO a favor do livro e da cultura_ de ENRIQUE VILA-MATAS: _El ruido mediático prefiere ocuparse de la muerte del libro (de la que algunas luminarias parecen haberse alegrado antes de tiempo) y del avance del libro digital (en realidad tan menguante que están haciendo el ridículo los profetas de las nuevas tecnologías)_ pero no presta atención a la batalla de ciertas librerías y editoriales en su lucha por evitar la incultura que se nos va cayendo encima....“A Kafka no le publicarían hoy en día”_ acaba de decir el histórico editor André Schiffrin en Le Nouvel Observateur. A tanta calamidad habría que añadir que quienes propagan que se ha perdido la paciencia para la lectura pausada e inteligente son solo en realidad unos conocidos zoquetes que nunca leyeron nada.	2013-02-20T18:40:58+0000	0	1	1
265217103529531_509455445772361	link	http://www.antropologiavisual.net/2012/maria-sabina-mujer-espiritu/	2013-02-20T13:15:26+0000	0	3	3
265217103529531_509454272439145	video		2013-02-20T13:09:57+0000	0	3	3
265217103529531_506322869418952	link	AGORA_ no Cultura Documentários  __http://tvcultura.cmais.com.br/culturadocumentarios?d=2013/02/12	2013-02-13T02:05:15+0000	1	2	3
265217103529531_509157955802110	link	Laymert Garcia propõe uma nova forma de concebermos a relação entre humanos e máquinas. Amanhã_ dia 20._http://www.sescsp.org.br/sesc/programa_new/mostra_detalhe.cfm?programacao_id=238801	2013-02-19T17:26:15+0000	6	4	10
265217103529531_508864509164788	status	Calendário Adorno não é enfeite - 1o. semestre de 2013.__09.03 – A pesquisa empírica – Débora Antunes e Theófilo de Oliveira_30.03 - Benjamin e a antropologia – Juliana de Souza_27.04 - Cultura digital – Massimo Canevacci_1.06 - Cinema e experiência: Kracauer_ Adorno e Benjamin – Marilia M Pisani_29.06 – Performance – Moyra Madeira e Rita Wu	2013-02-18T23:34:06+0000	3	7	10
265217103529531_508871102497462	link	Adorno não é enfeite - 1o./2013__Evento com programação no link abaixo.	2013-02-18T23:59:21+0000	0	5	5
265217103529531_508365902547982	photo		2013-02-17T17:01:38+0000	0	0	0
265217103529531_508280185889887	link	Próximo encontro - sábado_ 23.02_ 15:30h.__https://www.facebook.com/events/445870395482977/	2013-02-17T13:08:45+0000	0	4	4
265217103529531_508254392559133	photo		2013-02-17T11:47:20+0000	4	4	8
265217103529531_507922739258965	link	Os filmes de Jean Luc Godard são_ a meu ver_ profundamente instigantes. Se eu já gostava de sua obra produzida até 68_ as posteriores me parecem ainda mais fecundas e belas_ embora muitos inda se espantem com sua ousadia. Como diz el pais: _Un director que_ a lo largo de más de cuatro décadas_ no ha dejado indiferente a nadie. Sus películas_ ya sean largos o cortos_ se han hecho cada vez más radicales y crípticas pero su magnetismo sigue intacto._	2013-02-16T18:04:41+0000	0	5	5
265217103529531_507922485925657	link	“No hay un cine iberoamericano”_ reflexiona Michel Franco_ director de la mexicana Después de Lucía. “No hay nada que nos una del todo_ y en América no hay mercado_ no hay un intercambio real. A nuestro país llegan las películas de Almodóvar y Amenábar_ y a España exportamos a Iñárritu y a Del Toro. Pero nada más”.	2013-02-16T18:03:50+0000	0	0	0
265217103529531_507921659259073	link	UM romance argelino de Yasmina Khadra_ (ou de um ex-comandante militar):	2013-02-16T18:01:23+0000	0	0	0
265217103529531_507917012592871	status	Acontecendo: reunião Matilha Cultural.	2013-02-16T17:46:47+0000	0	2	2
265217103529531_507609419290297	status		2013-02-15T22:54:57+0000	0	1	1
265217103529531_507609162623656	video	Vale a pena ouvir um pouco dessa mulher_ que tem a mente tão perturbada e única!__http://www.youtube.com/watch?v=6PtgUb1Oe-U	2013-02-15T22:53:38+0000	0	0	0
265217103529531_507537369297502	link	http://www.facebook.com/pages/LOZ-2962-STUDIO/154541277959679?ref=hl#	2013-02-15T18:56:37+0000	0	0	0
265217103529531_507527335965172	link		2013-02-15T18:21:49+0000	0	3	3
265217103529531_506953206022585	status	[ENCONTRO] - _Olá a Todos!! Marcamos para este Sábado uma reunião no Matilha Cultural as 15hs para pensarmos a criação da Urbe Cyber Universidade já tendo em vista nosso primeiro ciclo de programação !! Quem não for de SP vms fazer uma conexão via Skype!!_ (- Attraktor Null)_Estaremos lá!	2013-02-14T12:41:34+0000	3	4	7
265217103529531_506962876021618	link		2013-02-14T13:12:01+0000	0	1	1
265217103529531_506729299378309	link	http://www.filtrocultural.com.br/1694/Toda-Nudez-Sera-Castigada-em-Sesc-Consolacao	2013-02-14T01:32:46+0000	0	0	0
265217103529531_506579846059921	link	O filósofo e o cinema: _los realizadores que más le fascinaron eran los que convergían con sus reflexiones filosóficas_ con sus obsesiones metafísicas. Y en ese panteón ocupó un lugar de privilegio_ como no podía ser menos_ el cineasta ruso Andréi Tarkovski_ genio inclasificable con cuya sensibilidad metafísica sintonizó muy pronto Trías_.	2013-02-13T17:41:16+0000	0	3	3
265217103529531_506579256059980	link	Morreu Eugenio Trias: _Durante alguno de los cierres con los que la dictadura obsequiaba a los estudiantes_ Trías se negaba a cortar el discurso y se reunía con ellos en su propio domicilio o en bares más o menos cercanos al edificio universitario. Allí estaba en su salsa: sin tribuna ni distancia_..._de repente_ se fue. A Brasil. Una época explicada con no poco sentido del humor en su autobiografía El árbol de la vida (2003)	2013-02-13T17:39:32+0000	0	1	1
265217103529531_506579032726669	link	Uma entrevista com a filósofa Victoria camps: _muchos piensan que la voluntad de transmitir conocimientos merece confianza. Quizá uno de sus mayores defectos sea la excesiva especialización y_ bueno_ un cierto afán de protagonismo_ lo admito. Demasiada egolatría y quizá perder de vista al cliente_ que en este caso es el alumno_._Victoria Camps: “	2013-02-13T17:38:43+0000	0	2	2
265217103529531_505806776137228	link	[ENCONTRO] - Massimo Canevacci o que acha de um encontro neste sábado para conversarmos sobre as próximas ações? Equipe mobilizada! Interessados convidados. _Sugestão: as 15:00h_ no café do Matilha Cultural (rua Rêgo Freitas_ 542)._Um grande abraço! __https://www.facebook.com/pages/MATILHA-CULTURAL/334373605225	2013-02-11T19:39:57+0000	2	6	8
265217103529531_505882419462997	photo		2013-02-11T23:38:42+0000	0	0	0
265217103529531_505411226176783	status	Tertúlia On-line - Música_ Cinema_ Literatura_ Entrevista - _Por Renato Alessandro dos Santos_ _http://www.tertuliaonline.com.br/	2013-02-10T21:00:43+0000	0	1	1
